person_id,population_group,sex,age,years_in_germany,education_level,german_language_cefr,deskilling_penalty,annual_gross_wage_eur,monthly_remittances_eur,pension_ep_accumulated,deposit_assets_eur,investment_assets_eur,housing_real_estate_eur,total_debt_eur,financial_wealth_eur,net_wealth_eur
ID_000696,German_Native,Male,48,48.0,Medium (Vocational),C1/C2,0.0,86952.45,0.0,40.79,7237.25,0.0,372015.55,174564.04,7237.25,204688.76
ID_000697,German_Native,Male,45,45.0,Low,C1/C2,0.0,56110.06,0.0,28.15,14310.41,9049.18,485586.38,305701.38,23359.59,203244.59
ID_000698,German_Native,Male,83,83.0,High (Tertiary),C1/C2,0.0,0.0,0.0,46.61,10984.73,0.0,464966.8,0.0,10984.73,475951.53
ID_000699,German_Native,Female,40,40.0,High (Tertiary),C1/C2,0.0,62748.48,0.0,27.36,3310.78,0.0,202522.08,128539.94,3310.78,77292.92
ID_000700,German_Native,Female,68,68.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,40.13,18718.75,0.0,459787.07,0.0,18718.75,478505.82
ID_000701,German_Native,Female,76,76.0,High (Tertiary),C1/C2,0.0,0.0,0.0,46.74,28007.39,0.0,0.0,0.0,28007.39,28007.39
ID_000702,German_Native,Male,67,67.0,High (Tertiary),C1/C2,0.0,0.0,0.0,43.5,3671.15,0.0,0.0,0.0,3671.15,3671.15
ID_000703,German_Native,Female,31,31.0,Low,C1/C2,0.0,47752.16,0.0,9.28,1445.16,0.0,0.0,0.0,1445.16,1445.16
ID_000704,German_Native,Female,54,54.0,Medium (Vocational),C1/C2,0.0,51073.32,0.0,41.11,5894.67,7800.81,393302.26,89961.02,13695.48,317036.72
ID_000705,German_Native,Male,64,64.0,Medium (Vocational),C1/C2,0.0,38031.87,0.0,33.94,84374.01,0.0,0.0,0.0,84374.01,84374.01
ID_000706,Migrant_2ndGen,Male,27,27.0,Medium (Vocational),C1/C2,0.02,25941.85,3.23,3.32,1342.24,0.0,0.0,0.0,1342.24,1342.24
ID_000707,German_Native,Male,46,46.0,High (Tertiary),C1/C2,0.0,109718.9,0.0,51.17,3073.09,0.0,0.0,0.0,3073.09,3073.09
ID_000708,General_Migrant,Male,27,10.6,Low,B2,0.04,32281.33,81.38,4.93,903.39,7288.74,0.0,0.0,8192.13,8192.13
ID_000709,German_Native,Female,54,54.0,Medium (Vocational),C1/C2,0.0,44675.56,0.0,29.12,321.15,33885.12,327173.67,81668.77,34206.27,279711.17
ID_000710,General_Migrant,Female,28,20.3,Low,C1/C2,0.04,28515.21,122.67,7.74,1056.32,0.0,0.0,0.0,1056.32,1056.32
ID_000711,General_Migrant,Male,31,4.9,Medium (Vocational),B2,0.04,38170.02,24.81,3.1,805.98,0.0,0.0,0.0,805.98,805.98
ID_000712,German_Native,Female,53,53.0,Medium (Vocational),C1/C2,0.0,40120.92,0.0,30.78,4291.24,0.0,0.0,0.0,4291.24,4291.24
ID_000713,German_Native,Male,39,39.0,High (Tertiary),C1/C2,0.0,73701.64,0.0,24.34,1804.56,0.0,0.0,0.0,1804.56,1804.56
ID_000714,German_Native,Male,56,56.0,Low,C1/C2,0.0,129150.15,0.0,76.53,45074.22,100915.81,0.0,0.0,145990.03,145990.03
ID_000715,German_Native,Male,50,50.0,Medium (Vocational),C1/C2,0.0,139336.11,0.0,49.78,10593.95,4196.79,0.0,0.0,14790.74,14790.74
ID_000716,Migrant_2ndGen,Male,23,23.0,High (Tertiary),C1/C2,0.02,56219.26,105.0,2.98,387.23,0.0,0.0,917.66,387.23,-530.43
ID_000717,General_Refugee,Male,41,10.2,High (Tertiary),B1,0.22,44966.85,59.08,9.78,1789.18,0.0,0.0,281.99,1789.18,1507.19
ID_000718,Migrant_2ndGen,Male,18,18.0,Medium (Vocational),C1/C2,0.02,30833.22,74.44,0.0,720.5,773.79,373339.66,451090.9,1494.29,-76256.95
ID_000719,German_Native,Female,28,28.0,High (Tertiary),C1/C2,0.0,103231.48,0.0,17.39,1788.2,8188.86,0.0,0.0,9977.06,9977.06
ID_000720,General_Migrant,Male,34,13.1,High (Tertiary),B2,0.04,58562.58,40.85,12.79,1604.6,0.0,0.0,0.0,1604.6,1604.6
ID_000721,Migrant_2ndGen,Female,30,30.0,High (Tertiary),C1/C2,0.02,45098.06,1.27,10.48,1052.09,4134.52,0.0,2559.43,5186.61,2627.18
ID_000722,German_Native,Female,64,64.0,Medium (Vocational),C1/C2,0.0,42707.17,0.0,36.42,20379.88,0.0,0.0,385.48,20379.88,19994.4
ID_000723,German_Native,Male,31,31.0,Medium (Vocational),C1/C2,0.0,59795.25,0.0,12.87,1168.81,0.0,0.0,0.0,1168.81,1168.81
ID_000724,General_Migrant,Male,50,30.6,High (Tertiary),B2,0.04,87783.68,387.6,52.02,2252.11,9965.22,0.0,0.0,12217.33,12217.33
ID_000725,German_Native,Female,59,59.0,Medium (Vocational),C1/C2,0.0,65842.87,0.0,49.74,15352.68,0.0,575017.38,20225.01,15352.68,570145.05
ID_000726,General_Refugee,Male,34,10.6,High (Tertiary),B2,0.08,77037.03,364.77,13.56,453.32,0.0,0.0,0.0,453.32,453.32
ID_000727,German_Native,Female,20,20.0,Medium (Vocational),C1/C2,0.0,37308.11,0.0,0.0,122.4,500.0,0.0,3015.07,622.4,-2392.67
ID_000728,General_Migrant,Female,37,21.1,Low,B1,0.04,32010.3,205.08,14.67,1641.96,0.0,0.0,0.0,1641.96,1641.96
ID_000729,German_Native,Male,39,39.0,High (Tertiary),C1/C2,0.0,75057.35,0.0,28.63,4733.02,10897.79,0.0,0.0,15630.81,15630.81
ID_000730,German_Native,Male,37,37.0,Medium (Vocational),C1/C2,0.0,46501.19,0.0,13.17,24609.48,0.0,0.0,0.0,24609.48,24609.48
ID_000731,German_Native,Male,44,44.0,Medium (Vocational),C1/C2,0.0,79037.82,0.0,34.26,1754.63,0.0,406917.66,190889.95,1754.63,217782.34
ID_000732,General_Refugee,Male,46,9.2,Low,B2,0.08,60559.02,210.33,9.12,830.93,16985.74,0.0,0.0,17816.67,17816.67
ID_000733,General_Migrant,Female,32,17.9,Medium (Vocational),C1/C2,0.04,37599.54,62.81,13.48,10893.13,0.0,0.0,0.0,10893.13,10893.13
ID_000734,German_Native,Male,40,40.0,Medium (Vocational),C1/C2,0.0,60053.45,0.0,20.69,5103.51,0.0,0.0,0.0,5103.51,5103.51
ID_000735,German_Native,Female,40,40.0,Low,C1/C2,0.0,38999.23,0.0,16.56,1285.94,0.0,0.0,0.0,1285.94,1285.94
ID_000736,Ukrainian_Refugee_2022plus,Female,50,2.6,High (Tertiary),B1,0.28,28231.2,30.73,1.25,908.69,0.0,0.0,0.0,908.69,908.69
ID_000737,German_Native,Male,71,71.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,38.8,38770.82,0.0,365514.11,0.0,38770.82,404284.93
ID_000738,General_Refugee,Male,35,10.1,Medium (Vocational),B2,0.08,50242.59,302.4,9.31,1427.84,0.0,0.0,1024.47,1427.84,403.37
ID_000739,German_Native,Female,20,20.0,Medium (Vocational),C1/C2,0.0,20578.65,0.0,0.0,301.08,0.0,0.0,0.0,301.08,301.08
ID_000740,German_Native,Male,64,64.0,High (Tertiary),C1/C2,0.0,83118.81,0.0,72.2,10855.22,4083.91,314641.64,0.0,14939.13,329580.77
ID_000741,German_Native,Female,46,46.0,Medium (Vocational),C1/C2,0.0,102715.94,0.0,57.14,6897.58,0.0,0.0,0.0,6897.58,6897.58
ID_000742,German_Native,Female,52,52.0,High (Tertiary),C1/C2,0.0,70830.71,0.0,43.62,13936.98,0.0,445884.88,120997.45,13936.98,338824.41
ID_000743,General_Migrant,Female,29,11.3,High (Tertiary),C1/C2,0.04,73279.82,204.21,10.85,1487.64,0.0,0.0,530.56,1487.64,957.08
ID_000744,German_Native,Male,45,45.0,Low,C1/C2,0.0,54033.18,0.0,23.6,4754.3,0.0,0.0,0.0,4754.3,4754.3
ID_000745,German_Native,Female,36,36.0,Medium (Vocational),C1/C2,0.0,67925.61,0.0,22.9,8510.07,0.0,0.0,5466.17,8510.07,3043.9
ID_000746,Ukrainian_Refugee_2022plus,Male,38,3.2,High (Tertiary),B1,0.28,29388.9,172.57,1.61,1935.88,0.0,0.0,0.0,1935.88,1935.88
ID_000747,German_Native,Male,42,42.0,High (Tertiary),C1/C2,0.0,75203.83,0.0,32.55,9326.76,0.0,0.0,0.0,9326.76,9326.76
ID_000748,German_Native,Male,34,34.0,High (Tertiary),C1/C2,0.0,86113.99,0.0,23.36,1396.05,8853.15,0.0,0.0,10249.2,10249.2
ID_000749,Ukrainian_Migrant_Pre2022,Female,59,13.6,High (Tertiary),C1/C2,0.03,111203.83,15.34,34.77,2344.73,0.0,0.0,0.0,2344.73,2344.73
ID_000750,German_Native,Female,32,32.0,Medium (Vocational),C1/C2,0.0,25460.03,0.0,5.54,4687.99,0.0,0.0,674.97,4687.99,4013.02
ID_000751,German_Native,Female,44,44.0,Low,C1/C2,0.0,99417.59,0.0,50.01,7887.02,0.0,0.0,0.0,7887.02,7887.02
ID_000752,Migrant_2ndGen,Female,38,38.0,Medium (Vocational),C1/C2,0.02,45316.33,44.33,15.16,4176.88,0.0,0.0,0.0,4176.88,4176.88
ID_000753,German_Native,Male,39,39.0,High (Tertiary),C1/C2,0.0,77083.2,0.0,24.93,2220.18,2896.26,0.0,0.0,5116.44,5116.44
ID_000754,German_Native,Female,51,51.0,High (Tertiary),C1/C2,0.0,70867.0,0.0,43.12,3954.71,0.0,342212.61,110858.89,3954.71,235308.43
ID_000755,German_Native,Male,52,52.0,Medium (Vocational),C1/C2,0.0,64647.05,0.0,39.57,3180.13,0.0,0.0,1779.37,3180.13,1400.76
ID_000756,General_Migrant,Female,18,13.8,High (Tertiary),A1/A2,0.12,37853.13,111.48,0.0,100.0,0.0,0.0,3378.79,100.0,-3278.79
ID_000757,German_Native,Female,57,57.0,Medium (Vocational),C1/C2,0.0,45737.72,0.0,31.39,28667.86,6596.77,0.0,0.0,35264.63,35264.63
ID_000758,German_Native,Female,65,65.0,Medium (Vocational),C1/C2,0.0,49346.33,0.0,50.51,5835.8,0.0,196703.55,0.0,5835.8,202539.35
ID_000759,Ukrainian_Refugee_2022plus,Female,42,1.9,High (Tertiary),B1,0.28,51843.08,512.43,1.14,267.85,500.0,0.0,6438.73,767.85,-5670.88
ID_000760,General_Migrant,Female,55,11.6,Low,B1,0.04,57268.46,33.1,13.64,3446.21,0.0,419041.36,61869.28,3446.21,360618.29
ID_000761,German_Native,Male,69,69.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,44.12,8603.78,0.0,387901.81,0.0,8603.78,396505.59
ID_000762,German_Native,Female,40,40.0,Medium (Vocational),C1/C2,0.0,55480.32,0.0,26.54,2887.2,0.0,425253.14,309347.12,2887.2,118793.22
ID_000763,German_Native,Male,70,70.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,37.53,3401.62,0.0,436966.1,0.0,3401.62,440367.72
ID_000764,General_Migrant,Female,40,28.4,High (Tertiary),B2,0.04,44920.69,195.01,19.57,1721.56,15456.8,0.0,7187.98,17178.36,9990.38
ID_000765,German_Native,Female,40,40.0,Medium (Vocational),C1/C2,0.0,62198.82,0.0,25.27,19927.44,5590.48,359619.56,248135.57,25517.92,137001.91
ID_000766,German_Native,Male,52,52.0,Medium (Vocational),C1/C2,0.0,85508.98,0.0,60.06,23587.3,22649.88,282734.23,98255.24,46237.18,230716.17
ID_000767,General_Migrant,Female,29,3.0,Medium (Vocational),B1,0.04,21784.52,37.57,4.19,115.24,0.0,0.0,2260.72,115.24,-2145.48
ID_000768,Ukrainian_Refugee_2022plus,Male,40,2.5,High (Tertiary),A1/A2,0.28,27484.86,135.42,1.0,2120.98,0.0,0.0,0.0,2120.98,2120.98
ID_000769,German_Native,Female,31,31.0,High (Tertiary),C1/C2,0.0,49007.21,0.0,11.39,2511.21,18795.69,0.0,0.0,21306.9,21306.9
ID_000770,General_Refugee,Female,39,11.1,Low,C1/C2,0.08,38684.79,292.18,8.97,2795.36,0.0,0.0,76.79,2795.36,2718.57
ID_000771,German_Native,Female,70,70.0,Low,C1/C2,0.0,0.0,0.0,41.89,14103.73,0.0,437837.39,0.0,14103.73,451941.12
ID_000772,General_Refugee,Male,54,8.5,Medium (Vocational),B2,0.08,20849.92,91.06,3.54,4771.26,0.0,0.0,0.0,4771.26,4771.26
ID_000773,German_Native,Male,38,38.0,Medium (Vocational),C1/C2,0.0,99413.53,0.0,31.74,2800.74,0.0,0.0,2069.24,2800.74,731.5
ID_000774,German_Native,Female,50,50.0,Medium (Vocational),C1/C2,0.0,66252.96,0.0,39.37,4042.99,0.0,0.0,0.0,4042.99,4042.99
ID_000775,General_Migrant,Female,36,26.5,Low,B2,0.04,41759.02,79.36,16.9,3224.48,0.0,469542.18,477846.02,3224.48,-5079.36
ID_000776,German_Native,Male,44,44.0,Medium (Vocational),C1/C2,0.0,34041.55,0.0,15.45,9200.72,0.0,0.0,0.0,9200.72,9200.72
ID_000777,German_Native,Female,18,18.0,Medium (Vocational),C1/C2,0.0,23189.54,0.0,0.0,844.8,0.0,0.0,1070.08,844.8,-225.28
ID_000778,General_Migrant,Male,47,13.4,Medium (Vocational),B2,0.04,38590.93,54.28,10.76,900.35,17525.84,0.0,3311.37,18426.19,15114.82
ID_000779,General_Migrant,Male,45,31.8,High (Tertiary),A1/A2,0.12,56276.34,161.17,27.09,2543.75,0.0,588505.58,326681.07,2543.75,264368.26
ID_000780,German_Native,Male,52,52.0,Medium (Vocational),C1/C2,0.0,117676.35,0.0,70.36,8155.19,0.0,473150.4,145505.4,8155.19,335800.19
ID_000781,General_Migrant,Female,43,19.1,Medium (Vocational),B2,0.04,35197.76,5.07,20.79,907.48,10651.31,328906.58,193803.86,11558.79,146661.51
ID_000782,German_Native,Female,84,84.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,50.39,18043.7,0.0,0.0,0.0,18043.7,18043.7
ID_000783,German_Native,Male,72,72.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,48.0,4001.96,0.0,0.0,0.0,4001.96,4001.96
ID_000784,German_Native,Male,74,74.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,43.36,27882.38,0.0,417479.18,0.0,27882.38,445361.56
ID_000785,German_Native,Female,37,37.0,High (Tertiary),C1/C2,0.0,131754.77,0.0,35.1,2568.38,0.0,0.0,0.0,2568.38,2568.38
ID_000786,Ukrainian_Migrant_Pre2022,Male,48,10.1,Medium (Vocational),B2,0.03,60218.13,44.25,9.9,1822.68,0.0,0.0,0.0,1822.68,1822.68
ID_000787,German_Native,Female,56,56.0,High (Tertiary),C1/C2,0.0,66082.06,0.0,49.74,27700.89,0.0,263468.98,33052.17,27700.89,258117.7
ID_000788,German_Native,Female,51,51.0,Medium (Vocational),C1/C2,0.0,44478.21,0.0,23.23,20952.22,0.0,0.0,0.0,20952.22,20952.22
ID_000789,German_Native,Female,35,35.0,Medium (Vocational),C1/C2,0.0,39719.21,0.0,10.5,11003.91,4201.92,0.0,0.0,15205.83,15205.83
ID_000790,Migrant_2ndGen,Male,22,22.0,Medium (Vocational),C1/C2,0.02,27861.51,79.26,1.01,508.06,0.0,0.0,0.0,508.06,508.06
ID_000791,German_Native,Female,43,43.0,High (Tertiary),C1/C2,0.0,36169.1,0.0,14.45,20096.7,7862.02,263629.4,154421.76,27958.72,137166.36
ID_000792,German_Native,Female,27,27.0,High (Tertiary),C1/C2,0.0,66599.14,0.0,11.75,2314.24,0.0,0.0,619.93,2314.24,1694.31
ID_000793,German_Native,Male,49,49.0,Medium (Vocational),C1/C2,0.0,109659.94,0.0,53.05,3004.71,41956.26,367016.3,146332.48,44960.97,265644.79
ID_000794,German_Native,Male,55,55.0,Medium (Vocational),C1/C2,0.0,55700.65,0.0,37.5,1507.4,0.0,584921.64,99801.33,1507.4,486627.71
ID_000795,German_Native,Female,59,59.0,Medium (Vocational),C1/C2,0.0,27265.79,0.0,28.47,4866.83,18157.18,487774.98,20628.3,23024.01,490170.69
ID_000796,Ukrainian_Refugee_2022plus,Male,28,3.9,High (Tertiary),B1,0.28,22691.19,392.98,1.2,100.0,0.0,0.0,456.8,100.0,-356.8
ID_000797,Migrant_2ndGen,Female,51,51.0,Medium (Vocational),C1/C2,0.02,42847.02,39.51,29.24,9618.58,0.0,0.0,467.35,9618.58,9151.23
ID_000798,German_Native,Female,65,65.0,Medium (Vocational),C1/C2,0.0,34145.63,0.0,33.78,13221.88,8638.02,0.0,0.0,21859.9,21859.9
ID_000799,General_Migrant,Female,52,10.2,Medium (Vocational),B2,0.04,46116.88,32.62,10.6,8056.38,0.0,0.0,0.0,8056.38,8056.38
ID_000800,Migrant_2ndGen,Male,22,22.0,High (Tertiary),C1/C2,0.02,56310.1,9.1,2.03,191.4,6088.91,0.0,0.0,6280.31,6280.31
ID_000801,General_Migrant,Male,42,14.2,High (Tertiary),C1/C2,0.04,55148.23,2.63,16.18,10623.73,0.0,0.0,580.92,10623.73,10042.81
ID_000802,German_Native,Female,73,73.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,52.15,23580.03,0.0,415360.17,0.0,23580.03,438940.2
ID_000803,German_Native,Male,18,18.0,Medium (Vocational),C1/C2,0.0,29009.35,0.0,0.0,1056.92,0.0,0.0,0.0,1056.92,1056.92
ID_000804,German_Native,Female,44,44.0,Medium (Vocational),C1/C2,0.0,60666.06,0.0,28.5,855.74,0.0,284042.07,146815.67,855.74,138082.14
ID_000805,German_Native,Female,72,72.0,High (Tertiary),C1/C2,0.0,0.0,0.0,49.77,1580.07,20374.14,0.0,383.81,21954.21,21570.4
ID_000806,General_Migrant,Male,26,34.4,High (Tertiary),B2,0.04,64387.22,94.07,6.49,3514.5,0.0,0.0,0.0,3514.5,3514.5
ID_000807,Migrant_2ndGen,Male,30,30.0,Low,C1/C2,0.02,37937.26,30.95,6.22,7057.99,0.0,0.0,0.0,7057.99,7057.99
ID_000808,Migrant_2ndGen,Male,20,20.0,Medium (Vocational),C1/C2,0.02,44767.18,32.52,0.0,701.03,0.0,0.0,582.63,701.03,118.4
ID_000809,German_Native,Female,66,66.0,Medium (Vocational),C1/C2,0.0,44500.72,0.0,42.51,30722.76,0.0,0.0,0.0,30722.76,30722.76
ID_000810,German_Native,Male,42,42.0,High (Tertiary),C1/C2,0.0,71093.44,0.0,28.68,4772.54,0.0,350749.98,241087.44,4772.54,114435.08
ID_000811,Migrant_2ndGen,Male,37,37.0,High (Tertiary),C1/C2,0.02,57285.3,116.93,20.67,2144.59,0.0,0.0,247.14,2144.59,1897.45
ID_000812,General_Refugee,Male,29,8.6,Low,B2,0.08,36906.72,13.16,6.42,1542.82,0.0,0.0,0.0,1542.82,1542.82
ID_000813,German_Native,Male,40,40.0,Medium (Vocational),C1/C2,0.0,69444.56,0.0,27.28,1103.32,7823.52,343052.44,289021.32,8926.84,62957.96
ID_000814,Migrant_2ndGen,Male,39,39.0,High (Tertiary),C1/C2,0.02,45794.52,54.91,14.79,2823.88,0.0,0.0,0.0,2823.88,2823.88
ID_000815,General_Refugee,Male,44,9.3,Low,B1,0.08,47384.99,71.14,7.7,3002.66,0.0,0.0,0.0,3002.66,3002.66
ID_000816,German_Native,Male,18,18.0,Medium (Vocational),C1/C2,0.0,24405.41,0.0,0.0,120.62,2924.27,0.0,2573.99,3044.89,470.9
ID_000817,German_Native,Female,42,42.0,Medium (Vocational),C1/C2,0.0,98144.25,0.0,41.66,586.21,0.0,0.0,0.0,586.21,586.21
ID_000818,German_Native,Male,55,55.0,Medium (Vocational),C1/C2,0.0,41938.85,0.0,28.34,21925.38,11231.48,0.0,3511.18,33156.86,29645.68
ID_000819,German_Native,Female,35,35.0,Medium (Vocational),C1/C2,0.0,90046.86,0.0,30.27,27847.26,0.0,0.0,3040.5,27847.26,24806.76
ID_000820,German_Native,Male,55,55.0,Low,C1/C2,0.0,42770.84,0.0,25.44,4195.61,0.0,0.0,0.0,4195.61,4195.61
ID_000821,General_Migrant,Male,34,19.3,High (Tertiary),B1,0.12,32088.4,128.81,8.99,2343.41,976.45,0.0,0.0,3319.86,3319.86
ID_000822,German_Native,Male,45,45.0,Medium (Vocational),C1/C2,0.0,42728.44,0.0,17.92,32217.76,0.0,327276.24,157056.86,32217.76,202437.14
ID_000823,German_Native,Male,42,42.0,Medium (Vocational),C1/C2,0.0,111371.06,0.0,48.11,5656.04,0.0,0.0,996.66,5656.04,4659.38
ID_000824,German_Native,Male,55,55.0,Medium (Vocational),C1/C2,0.0,70032.23,0.0,44.73,2982.8,0.0,279433.37,42101.54,2982.8,240314.63
ID_000825,German_Native,Male,60,60.0,Low,C1/C2,0.0,90606.28,0.0,67.72,3546.36,14175.18,0.0,3710.07,17721.54,14011.47
ID_000826,Ukrainian_Migrant_Pre2022,Male,48,17.0,High (Tertiary),C1/C2,0.03,94046.56,70.96,28.07,2926.83,1653.89,0.0,132.28,4580.72,4448.44
ID_000827,German_Native,Male,39,39.0,High (Tertiary),C1/C2,0.0,108084.45,0.0,37.59,20970.27,0.0,0.0,5.2,20970.27,20965.07
ID_000828,German_Native,Female,52,52.0,High (Tertiary),C1/C2,0.0,97271.01,0.0,64.39,2344.88,17597.96,327039.2,91500.24,19942.84,255481.8
ID_000829,General_Migrant,Female,36,32.5,Medium (Vocational),C1/C2,0.04,65007.79,7.92,20.26,2365.6,0.0,0.0,3581.23,2365.6,-1215.63
ID_000830,German_Native,Female,65,65.0,Medium (Vocational),C1/C2,0.0,58812.29,0.0,54.27,12943.81,0.0,0.0,766.97,12943.81,12176.84
ID_000831,German_Native,Male,33,33.0,Medium (Vocational),C1/C2,0.0,45572.16,0.0,11.44,1971.32,3637.78,273292.22,315118.93,5609.1,-36217.61
ID_000832,German_Native,Male,39,39.0,High (Tertiary),C1/C2,0.0,45313.21,0.0,14.4,2579.07,0.0,0.0,1577.87,2579.07,1001.2
ID_000833,German_Native,Male,25,25.0,Medium (Vocational),C1/C2,0.0,26412.79,0.0,2.72,861.41,0.0,0.0,981.34,861.41,-119.93
ID_000834,German_Native,Male,46,46.0,Medium (Vocational),C1/C2,0.0,65697.47,0.0,35.78,1674.95,0.0,0.0,1091.62,1674.95,583.33
ID_000835,German_Native,Male,50,50.0,Medium (Vocational),C1/C2,0.0,125152.3,0.0,65.51,2370.03,0.0,246226.63,99696.66,2370.03,148900.0
ID_000836,German_Native,Female,35,35.0,High (Tertiary),C1/C2,0.0,53860.1,0.0,20.72,1087.76,0.0,0.0,2406.51,1087.76,-1318.75
ID_000837,Ukrainian_Migrant_Pre2022,Male,40,12.5,High (Tertiary),C1/C2,0.03,66398.49,12.65,15.53,3813.58,1480.06,0.0,0.0,5293.64,5293.64
ID_000838,German_Native,Male,46,46.0,Low,C1/C2,0.0,86780.06,0.0,45.22,3523.16,0.0,449901.18,193409.26,3523.16,260015.08
ID_000839,German_Native,Male,57,57.0,Medium (Vocational),C1/C2,0.0,77062.27,0.0,51.36,9738.87,5064.29,0.0,0.0,14803.16,14803.16
ID_000840,German_Native,Female,46,46.0,High (Tertiary),C1/C2,0.0,53684.47,0.0,28.0,27906.58,0.0,526698.88,215566.77,27906.58,339038.69
ID_000841,German_Native,Female,65,65.0,Medium (Vocational),C1/C2,0.0,56827.56,0.0,59.72,4663.44,63169.03,450804.21,0.0,67832.47,518636.68
ID_000842,General_Migrant,Male,41,6.1,High (Tertiary),B2,0.04,24761.32,23.13,2.85,783.87,0.0,450272.73,258993.89,783.87,192062.71
ID_000843,German_Native,Female,33,33.0,Medium (Vocational),C1/C2,0.0,50897.91,0.0,17.5,6418.23,2593.28,0.0,0.0,9011.51,9011.51
ID_000844,Migrant_2ndGen,Male,33,33.0,High (Tertiary),C1/C2,0.02,46922.65,32.58,12.06,11990.19,1607.1,0.0,0.0,13597.29,13597.29
ID_000845,German_Native,Female,60,60.0,High (Tertiary),C1/C2,0.0,47692.94,0.0,34.47,743.41,1950.65,0.0,3914.16,2694.06,-1220.1
ID_000846,German_Native,Male,28,28.0,Medium (Vocational),C1/C2,0.0,37721.84,0.0,5.52,1142.22,0.0,0.0,0.0,1142.22,1142.22
ID_000847,German_Native,Female,40,40.0,Medium (Vocational),C1/C2,0.0,50206.87,0.0,21.2,6183.98,0.0,0.0,0.0,6183.98,6183.98
ID_000848,Migrant_2ndGen,Male,22,22.0,Medium (Vocational),C1/C2,0.02,25724.17,20.96,0.99,1085.11,0.0,0.0,0.0,1085.11,1085.11
ID_000849,German_Native,Female,41,41.0,Medium (Vocational),C1/C2,0.0,90356.42,0.0,34.65,1970.44,0.0,239247.6,146060.7,1970.44,95157.34
ID_000850,German_Native,Female,43,43.0,Low,C1/C2,0.0,31029.72,0.0,16.25,13549.15,7187.38,356852.41,235300.85,20736.53,142288.09
ID_000851,German_Native,Female,45,45.0,High (Tertiary),C1/C2,0.0,74690.16,0.0,43.73,1427.28,4607.86,0.0,0.0,6035.14,6035.14
ID_000852,General_Migrant,Female,27,7.2,High (Tertiary),B1,0.12,32376.54,101.47,10.02,348.59,0.0,0.0,0.0,348.59,348.59
ID_000853,German_Native,Male,58,58.0,Medium (Vocational),C1/C2,0.0,49427.27,0.0,34.36,21713.82,5540.99,359061.1,24398.68,27254.81,361917.23
ID_000854,Ukrainian_Refugee_2022plus,Female,38,4.0,High (Tertiary),A1/A2,0.28,23136.53,60.39,1.48,225.55,0.0,0.0,738.23,225.55,-512.68
ID_000855,German_Native,Male,47,47.0,Medium (Vocational),C1/C2,0.0,116919.27,0.0,52.89,4801.6,0.0,323551.93,163583.14,4801.6,164770.39
ID_000856,German_Native,Female,44,44.0,Medium (Vocational),C1/C2,0.0,44542.35,0.0,28.99,4439.81,0.0,383671.05,253800.14,4439.81,134310.72
ID_000857,German_Native,Female,18,18.0,Medium (Vocational),C1/C2,0.0,29879.31,0.0,0.0,2005.91,0.0,0.0,0.0,2005.91,2005.91
ID_000858,German_Native,Male,47,47.0,High (Tertiary),C1/C2,0.0,56831.15,0.0,28.14,1735.8,9254.06,385855.37,166046.98,10989.86,230798.25
ID_000859,German_Native,Female,41,41.0,Medium (Vocational),C1/C2,0.0,42051.04,0.0,21.81,6373.17,0.0,219713.96,141477.87,6373.17,84609.26
ID_000860,German_Native,Male,48,48.0,High (Tertiary),C1/C2,0.0,124130.41,0.0,62.07,3681.88,0.0,383343.42,155860.95,3681.88,231164.35
ID_000861,General_Migrant,Male,59,28.1,Medium (Vocational),C1/C2,0.04,103315.03,137.62,53.89,4390.73,66719.1,0.0,0.0,71109.83,71109.83
ID_000862,German_Native,Male,46,46.0,High (Tertiary),C1/C2,0.0,105734.52,0.0,54.73,15657.1,0.0,0.0,0.0,15657.1,15657.1
ID_000863,German_Native,Male,41,41.0,Medium (Vocational),C1/C2,0.0,83533.2,0.0,37.19,2670.95,0.0,0.0,981.59,2670.95,1689.36
ID_000864,German_Native,Female,32,32.0,High (Tertiary),C1/C2,0.0,55189.14,0.0,17.42,4316.64,16095.08,0.0,0.0,20411.72,20411.72
ID_000865,German_Native,Male,41,41.0,Low,C1/C2,0.0,46822.78,0.0,16.8,1192.74,0.0,366750.64,240545.89,1192.74,127397.49
ID_000866,German_Native,Male,18,18.0,High (Tertiary),C1/C2,0.0,34874.24,0.0,0.0,1841.48,0.0,0.0,0.0,1841.48,1841.48
ID_000867,German_Native,Female,25,25.0,High (Tertiary),C1/C2,0.0,40182.85,0.0,4.28,100.0,510.61,0.0,0.0,610.61,610.61
ID_000868,German_Native,Female,67,67.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,39.28,10351.25,31793.63,302421.27,0.0,42144.88,344566.15
ID_000869,General_Refugee,Female,27,10.1,High (Tertiary),B2,0.08,26417.4,58.91,3.73,855.31,0.0,0.0,3642.68,855.31,-2787.37
